url,post_id,post_date,description,num_beds,num_baths,price,address,sqft,features
https://sandiego.craigslist.org/csd/apa/d/san-diego-stainless-steel-appliances/7409829048.html,7409829048,2021-11-18T15:35:15-0800,"4 weeks free on 2 bedrooms4 weeks free on 1 bedroomsRestrictions apply. Contact our leasing office for details. The Seaton Apartments 1302 Frankfort St., San Diego, CA, 92110See our property details here:http://fairfield-apts.com/y913g3 Call Now:  show contact info
BRAND NEW LUXURY APARTMENTS IN SAN DIEGO, CALIFORNIA This is a 2 Bedroom, 2 Bath, approximately 1186 Sq. Ft.  Nestled in a quaint and extremely accessible area of San Diego, Bay Park is a thriving neighborhood that residents love to call home. Each home at The Seaton is meticulously designed with high-end, classic finishes and offers an unparalleled amenity package that allows you to live your life to the fullest. When you settle in at The Seaton, you’ll be near several award-winning eateries, various outdoor activities, and endless shopping options offered in Mission Valley. Best of all, it’s extremely accessible, connecting you to the heart of everything San Diego and surrounding areas have to offer. Features - Walk-in closet*  - Kitchen island  - Gas range  - Stainless steel appliances  - Private balcony or patio  - Ceiling fans  - USB charging outlets throughout  - Wood-style plank flooring in kitchen and living areas  - In-home washer and dryer  - Assigned detached garage*  - Decorative metal pendant lighting  - Built-in microwave  - Separate shower with glass enclosure*  - Polished quartz kitchen countertops  - Built-in desk*  - Refrigerator with ice maker  - Dishwasher  - Mosaic tile backsplash  - Air conditioning with programmable thermostat *Select homes. Community Amenities - On-site dog wash  - Co-working lounge with complimentary Wi-Fi  - Resident social lounge with demonstration kitchen  - Reserved covered parking  - State-of-the-art fitness center with variety of cardio and weight training options  - Outdoor dining space with stainless steel barbecue grills  - Electric car charging stations  - Virtual moving concierge  - Worry-free 24-hour onsite maintenance  - Relaxing resort-style pool and spa  - Pet-friendly puppies and kittens welcome (breed restrictions apply)  - Separate fitness studio for yoga and spin area  - Share the air: smoke-free community  - Controlled-access bike storage  - Hub by Amazon: package lockers with 24/7 access Office Hours Monday-Tuesday:10:00AM-6:00PMWednesday:11:00AM-6:00PMThursday-Friday:10:00AM-6:00PMSaturday:10:00AM-5:00PMSunday:12:00PM-5:00PM Photos on this ad may not reflect all floorplans.Advertised pricing and availability are subject to change without notice and cannot be guaranteed. Equal Housing Opportunity Photos on this ad may not reflect all floorplans.Advertised pricing and availability are subject to change without notice and cannot be guaranteed. g6yCCO1ZJDp",2,2,3395,1302 Frankfort St.,-1,"['EV charging', 'air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport']"
